,rating,genre,year,score,votes,budget,gross,runtime,month,continent
2606,R,Action,2001,5.6,33000.0,50000000.0,79958599.0,101.0,March,North_America
2607,PG_13,Comedy,2015,7.7,126000.0,8000000.0,9074749.0,105.0,July,North_America
2608,R,Action,2005,6.9,64000.0,2000000.0,5969708.0,116.0,November,North_America
2609,R,Comedy,2001,6.2,28000.0,21000000.0,28008462.0,109.0,March,North_America
2610,PG_13,Action,1993,6.6,86000.0,25000000.0,133752825.0,86.0,May,North_America
2611,R,Action,1997,6.9,70000.0,30000000.0,43312294.0,117.0,September,North_America
2612,PG_13,Action,2017,6.9,336000.0,90000000.0,962542945.0,119.0,December,North_America
2613,R,Drama,1988,6.2,11000.0,7000000.0,5344577.0,113.0,July,North_America
2614,PG_13,Action,1989,4.4,6000.0,8000000.0,16093651.0,93.0,June,North_America
2615,PG,Comedy,1987,7.1,53000.0,15000000.0,80642217.0,102.0,January,North_America
2616,Unrated,Crime,2011,6.7,75000.0,11000000.0,4633668.0,102.0,June,North_America
2617,R,Adventure,2015,6.1,103000.0,31000000.0,107228221.0,99.0,July,North_America
2618,R,Comedy,2001,6.4,18000.0,5000000.0,5480653.0,95.0,August,North_America
2619,PG_13,Comedy,2004,6.4,81000.0,80000000.0,55470154.0,131.0,December,North_America
2620,R,Action,1994,5.6,63000.0,45000000.0,170362582.0,110.0,October,North_America
2621,R,Drama,2015,6.2,37000.0,2000000.0,11122090.0,96.0,August,Europe
2622,PG_13,Action,2014,7.9,620000.0,178000000.0,370541256.0,113.0,June,North_America
2623,R,Adventure,2011,5.5,99000.0,49900000.0,28013733.0,102.0,April,North_America
2624,R,Comedy,2004,6.7,208000.0,25000000.0,30381722.0,109.0,April,North_America
2625,R,Fantasy,1996,5.8,29000.0,8500000.0,15315484.0,93.0,October,North_America
2626,R,Action,2010,5.8,165000.0,60000000.0,300228084.0,96.0,September,Europe
2627,PG_13,Comedy,1991,5.9,27000.0,6788000.0,13878411.0,103.0,May,North_America
2628,PG_13,Drama,2007,7.3,107000.0,45000000.0,29625761.0,133.0,October,North_America
2629,PG_13,Action,1986,4.8,4100.0,25000000.0,1579260.0,94.0,November,North_America
2630,PG_13,Comedy,2005,5.8,14000.0,5500000.0,50652203.0,116.0,February,North_America
2631,R,Comedy,2005,6.8,34000.0,169000.0,18586834.0,99.0,October,Europe
2632,PG_13,Comedy,1997,5.8,10000.0,35000000.0,32748995.0,115.0,December,North_America
2633,R,Drama,2005,7.1,110000.0,29000000.0,21733230.0,103.0,March,Europe
2634,R,Action,1997,6.9,282000.0,75000000.0,224012234.0,115.0,June,North_America
2635,R,Horror,1992,5.4,34000.0,10000000.0,32100816.0,108.0,March,Europe
2636,R,Action,1999,7.8,230000.0,6000000.0,30471.0,108.0,January,North_America
2637,G,Drama,1995,7.7,33000.0,17000000.0,10015449.0,97.0,May,North_America
2638,R,Mystery,2003,7.3,233000.0,28000000.0,90259536.0,90.0,April,North_America
2639,PG_13,Animation,2003,7.8,51000.0,9500000.0,14776760.0,80.0,February,Europe
2640,PG_13,Comedy,2006,5.8,128000.0,52000000.0,205668210.0,106.0,June,North_America
2641,R,Comedy,1996,6.6,1900.0,500000.0,502313.0,88.0,July,North_America
2642,PG_13,Drama,1987,7.9,7500.0,4000000.0,1680358.0,135.0,August,North_America
2643,PG_13,Comedy,2002,6.9,7200.0,3000000.0,7777790.0,90.0,November,North_America
2644,PG_13,Biography,2011,7.6,385000.0,50000000.0,110206216.0,133.0,September,North_America
2645,R,Crime,1993,7.0,21000.0,8000000.0,2502551.0,98.0,May,North_America
2646,R,Action,2012,6.4,119000.0,25000000.0,96262212.0,109.0,January,North_America
2647,R,Horror,1996,7.3,295000.0,14000000.0,173046663.0,111.0,December,North_America
2648,PG_13,Comedy,1992,5.8,17000.0,25000000.0,35208854.0,96.0,August,North_America
2649,R,Crime,2010,5.2,95000.0,35000000.0,115695182.0,95.0,April,North_America
2650,Not_Rated,Crime,2018,8.2,79000.0,4500000.0,62475342.0,139.0,October,Asia
2651,PG_13,Comedy,1996,5.2,9300.0,30000000.0,31387164.0,100.0,May,North_America
2652,PG_13,Drama,1996,6.7,10000.0,36000000.0,13323144.0,130.0,January,North_America
2653,R,Comedy,2014,8.1,184000.0,3300000.0,30642704.0,122.0,August,South_America
2654,R,Action,1993,6.8,14000.0,33000000.0,5864949.0,140.0,January,North_America
2655,R,Comedy,1986,5.7,5500.0,13000000.0,8475466.0,100.0,April,North_America
2656,R,Comedy,1996,7.1,84000.0,30000000.0,29359216.0,110.0,July,Oceania
2657,R,Action,1998,6.1,16000.0,50000000.0,13806137.0,100.0,January,North_America
2658,PG_13,Drama,2018,6.5,20000.0,4900000.0,10421847.0,97.0,February,North_America
2659,PG_13,Action,1986,6.0,53000.0,25000000.0,79817937.0,94.0,December,North_America
2660,G,Animation,1997,7.3,212000.0,85000000.0,252712101.0,93.0,June,North_America
2661,PG,Adventure,2016,6.2,98000.0,170000000.0,299820798.0,113.0,May,North_America
2662,R,Action,1988,6.0,3000.0,6000000.0,10068039.0,97.0,May,North_America
2663,R,Comedy,2002,7.0,47000.0,1000000.0,1239183.0,92.0,October,North_America
2664,PG_13,Comedy,2009,5.9,19000.0,17000000.0,20458873.0,95.0,June,North_America
2665,R,Action,1991,6.8,9500.0,23000000.0,829625.0,158.0,December,Europe
2666,PG,Comedy,1993,6.1,26000.0,10000000.0,56500758.0,103.0,July,North_America
2667,PG,Adventure,2004,6.8,199000.0,140000000.0,211468235.0,108.0,December,Europe
2668,R,Biography,1997,7.7,287000.0,35000000.0,124909762.0,127.0,February,North_America
2669,PG_13,Comedy,1988,6.3,19000.0,8000000.0,22433275.0,88.0,July,North_America
2670,PG,Adventure,2012,7.9,594000.0,120000000.0,609016565.0,127.0,November,North_America
2671,R,Comedy,2014,7.7,164000.0,1600000.0,7253160.0,86.0,February,Oceania
2672,R,Horror,1986,6.2,15000.0,5000000.0,12947763.0,89.0,March,North_America
2673,R,Biography,1999,7.6,93000.0,50000000.0,73956241.0,146.0,January,North_America
2674,R,Crime,2007,7.3,99000.0,18000000.0,25038466.0,117.0,October,North_America
2675,R,Comedy,1991,7.7,57000.0,3500000.0,2023808.0,129.0,December,Europe
2676,PG_13,Action,1991,6.8,102000.0,26000000.0,181096164.0,84.0,July,North_America
2677,R,Drama,1985,7.3,55000.0,6900000.0,41410568.0,115.0,June,North_America
2678,PG_13,Drama,2002,6.9,17000.0,12500000.0,16318449.0,109.0,November,North_America
2679,Unrated,Comedy,2002,6.8,37000.0,2000000.0,685608.0,101.0,February,North_America
2680,R,Crime,1995,8.2,596000.0,60000000.0,187436818.0,170.0,December,North_America
2681,R,Action,1983,4.6,4600.0,457000.0,11919250.0,80.0,September,North_America
2682,R,Adventure,2014,7.1,123000.0,15000000.0,52501541.0,115.0,December,North_America
2683,R,Comedy,1998,6.3,7800.0,5000000.0,4714658.0,100.0,August,North_America
2684,R,Biography,2015,8.1,435000.0,20000000.0,98690254.0,129.0,November,North_America
2685,R,Drama,1988,7.3,13000.0,4000000.0,3468572.0,110.0,January,North_America
2686,PG_13,Drama,2004,7.0,53000.0,30000000.0,21741598.0,114.0,September,North_America
2687,R,Crime,2008,7.9,208000.0,4000000.0,11227336.0,114.0,December,Europe
2688,R,Action,2016,5.8,72000.0,35000000.0,81093313.0,91.0,January,North_America
2689,R,Biography,2011,6.5,124000.0,35000000.0,84920539.0,137.0,November,North_America
2690,PG_13,Comedy,2008,6.4,224000.0,52000000.0,611257819.0,108.0,July,North_America
2691,R,Comedy,1988,6.0,6700.0,6500000.0,14545844.0,121.0,February,North_America
2692,R,Comedy,2004,6.6,200000.0,25000000.0,22605153.0,92.0,February,North_America
2693,PG_13,Biography,2011,6.8,58000.0,5000000.0,10173061.0,104.0,June,North_America
2694,R,Action,1990,6.3,151000.0,35000000.0,57120318.0,108.0,November,North_America
2695,PG,Comedy,1993,7.3,41000.0,13500000.0,11330911.0,104.0,August,North_America
2696,PG,Action,1993,5.2,7800.0,20000000.0,8016708.0,100.0,August,North_America
2697,PG_13,Comedy,2014,6.5,124000.0,40000000.0,127994610.0,117.0,May,North_America
2698,R,Action,2000,7.1,229000.0,23000000.0,53187659.0,109.0,February,North_America
2699,PG_13,Drama,2002,7.4,45000.0,13500000.0,29027914.0,107.0,January,North_America
2700,R,Action,1991,5.1,1100.0,19000000.0,939277.0,96.0,October,North_America
2701,R,Action,1991,5.6,39000.0,15000000.0,30102717.0,110.0,August,North_America
2702,R,Biography,2019,5.9,7400.0,8000000.0,1561698.0,100.0,March,North_America
2703,R,Action,2003,5.7,113000.0,30000000.0,116632628.0,97.0,August,North_America
2704,R,Action,2015,5.8,40000.0,40000000.0,24177137.0,115.0,March,North_America
2705,R,Crime,1996,7.3,52000.0,4500000.0,3802260.0,109.0,October,North_America
2706,PG,Comedy,2004,5.4,16000.0,10000000.0,10143022.0,89.0,July,North_America
2707,R,Crime,2002,7.0,9400.0,250000.0,3809226.0,101.0,April,North_America
2708,R,Mystery,1991,5.9,1500.0,6900000.0,133645.0,112.0,November,North_America
2709,PG_13,Biography,2016,7.1,36000.0,35000000.0,25070261.0,134.0,February,North_America
2710,R,Comedy,2005,6.9,339000.0,40000000.0,288467645.0,119.0,July,North_America
2711,R,Comedy,1995,6.6,7500.0,238000.0,10426506.0,98.0,August,North_America
2712,PG,Comedy,2001,4.7,42000.0,70000000.0,176104344.0,87.0,June,North_America
2713,R,Action,1994,7.2,243000.0,115000000.0,378882411.0,141.0,July,North_America
2714,PG_13,Drama,2014,6.9,40000.0,14000000.0,31972096.0,106.0,October,Europe
2715,PG_13,Action,2016,6.3,26000.0,20000000.0,46771565.0,107.0,February,North_America
2716,R,Adventure,2017,6.2,35000.0,19000000.0,140552359.0,122.0,July,North_America
2717,R,Action,1990,6.0,21000.0,12000000.0,57968936.0,93.0,October,North_America
2718,R,Action,2007,6.7,59000.0,70000000.0,69787394.0,122.0,September,North_America
2719,PG,Adventure,2004,5.1,52000.0,80000000.0,181216833.0,93.0,March,North_America
2720,PG_13,Action,1986,5.7,11000.0,12000000.0,15945534.0,88.0,August,North_America
2721,R,Drama,2015,4.9,87000.0,2500000.0,5567103.0,99.0,October,North_America
2722,R,Comedy,1998,6.7,59000.0,8000000.0,17460020.0,82.0,January,North_America
2723,PG,Comedy,1996,2.7,8200.0,24000000.0,4422380.0,94.0,March,North_America
2724,R,Action,2002,6.2,30000.0,20000000.0,14946150.0,94.0,August,North_America
2725,R,Crime,2006,7.5,239000.0,60000000.0,135039924.0,147.0,January,Europe
2726,PG_13,Action,1992,7.0,280000.0,80000000.0,266892996.0,126.0,June,North_America
2727,PG_13,Comedy,2000,5.3,27000.0,20000000.0,18404706.0,98.0,July,North_America
2728,R,Action,2017,5.9,35000.0,21000000.0,34814102.0,95.0,August,North_America
2729,R,Crime,1999,5.2,5500.0,30000000.0,4197729.0,108.0,January,North_America
2730,R,Biography,2005,5.4,45000.0,40000000.0,46563961.0,117.0,November,North_America
2731,PG_13,Action,1989,7.5,346000.0,35000000.0,411508343.0,126.0,June,North_America
2732,R,Action,1996,6.4,52000.0,55000000.0,121969216.0,133.0,March,North_America
2733,PG_13,Action,2011,7.7,657000.0,160000000.0,352616690.0,131.0,June,North_America
2734,R,Crime,1992,6.6,3200.0,3000000.0,390152.0,105.0,September,North_America
2735,R,Adventure,2015,6.4,26000.0,8000000.0,37461274.0,104.0,September,North_America
2736,R,Crime,2016,7.1,235000.0,9900000.0,157830487.0,88.0,August,North_America
2737,R,Action,1995,7.2,68000.0,42000000.0,7959291.0,145.0,October,North_America
2738,R,Action,2013,5.3,201000.0,92000000.0,304654182.0,98.0,February,North_America
2739,R,Action,1995,6.4,88000.0,32000000.0,18636537.0,107.0,February,North_America
2740,R,Action,2016,6.3,62000.0,31500000.0,38803993.0,113.0,April,North_America
2741,PG_13,Comedy,2007,6.4,31000.0,10000000.0,17562071.0,97.0,April,North_America
2742,PG_13,Action,2018,6.3,107000.0,30000000.0,119942387.0,104.0,January,North_America
2743,R,Crime,1998,6.2,10000.0,3000000.0,9639390.0,96.0,November,North_America
2744,R,Comedy,2001,6.8,150000.0,22000000.0,33788161.0,104.0,August,North_America
2745,R,Action,2012,6.6,296000.0,100000000.0,314975955.0,103.0,August,North_America
2746,R,Drama,2002,5.3,53000.0,35000000.0,45479110.0,101.0,February,North_America
2747,PG,Adventure,1983,6.1,5100.0,19000000.0,28445927.0,105.0,March,North_America
2748,R,Drama,2006,7.5,107000.0,26000000.0,14821658.0,137.0,February,North_America
2749,R,Crime,2000,6.4,97000.0,33000000.0,104155843.0,107.0,August,North_America
2750,PG_13,Action,2006,6.1,49000.0,60000000.0,78810595.0,108.0,April,North_America
2751,R,Crime,2007,5.9,75000.0,30000000.0,32593385.0,108.0,April,North_America
2752,R,Crime,2006,6.2,183000.0,10000000.0,164874275.0,108.0,October,North_America
2753,R,Comedy,2000,5.2,13000.0,24000000.0,13743212.0,84.0,October,North_America
2754,PG,Action,2004,5.2,9800.0,12000000.0,16951702.0,91.0,February,North_America
2755,PG_13,Comedy,1989,5.0,694.0,9000000.0,3473905.0,93.0,August,North_America
2756,R,Crime,1991,7.8,130000.0,6500000.0,57529070.0,112.0,July,North_America
2757,R,Crime,1992,6.8,5400.0,4000000.0,1373196.0,98.0,September,North_America
2758,R,Action,1996,6.8,76000.0,65000000.0,89456761.0,121.0,October,North_America
2759,R,Comedy,1991,5.9,2000.0,8000000.0,10438504.0,115.0,May,Europe
2760,PG_13,Drama,2015,6.0,54000.0,65000000.0,34227298.0,110.0,November,Europe
2761,PG_13,Biography,2014,6.9,23000.0,30000000.0,33448971.0,139.0,August,Europe
2762,R,Drama,1985,6.5,1000.0,8000000.0,8402424.0,111.0,November,North_America
2763,R,Action,2003,6.7,459000.0,150000000.0,427344325.0,129.0,November,North_America
2764,PG_13,Comedy,2007,6.2,57000.0,20000000.0,47817020.0,105.0,August,North_America
2765,R,Drama,2009,7.2,86000.0,7000000.0,47405566.0,112.0,February,North_America
2766,R,Comedy,2001,7.6,273000.0,21000000.0,71444482.0,110.0,January,North_America
2767,R,Action,2000,6.1,68000.0,25000000.0,91036760.0,115.0,March,North_America
2768,R,Comedy,1996,4.9,3800.0,5000000.0,2420162.0,92.0,March,North_America
2769,PG_13,Drama,2014,6.8,56000.0,25000000.0,29824199.0,110.0,April,North_America
2770,R,Biography,1996,7.3,90000.0,36000000.0,20300385.0,130.0,January,North_America
2771,R,Drama,2008,7.0,39000.0,9800000.0,16303643.0,110.0,March,North_America
2772,PG,Comedy,1987,6.7,32000.0,25000000.0,65088797.0,106.0,December,North_America
2773,PG_13,Drama,1996,7.7,37000.0,18000000.0,4770222.0,242.0,December,Europe
2774,R,Crime,1995,5.4,2800.0,15000000.0,3674841.0,108.0,January,North_America
2775,R,Drama,1994,7.2,64000.0,8000000.0,8924549.0,95.0,February,North_America
2776,R,Adventure,1998,6.1,6400.0,12000000.0,1263279.0,98.0,January,Europe
2777,R,Crime,1991,6.5,3800.0,6000000.0,221295.0,99.0,February,Europe
2778,PG_13,Drama,2011,6.8,171000.0,32000000.0,58409247.0,139.0,May,North_America
2779,R,Comedy,1999,6.5,43000.0,16000000.0,54294169.0,106.0,January,North_America
2780,R,Horror,1992,4.3,7900.0,900000.0,6980986.0,92.0,January,North_America
2781,PG_13,Comedy,1995,6.2,66000.0,20000000.0,7563728.0,105.0,September,North_America
2782,PG_13,Drama,2014,6.2,53000.0,60000000.0,30800231.0,118.0,February,North_America
2783,R,Crime,2013,8.1,625000.0,46000000.0,122126687.0,153.0,September,North_America
2784,R,Comedy,2001,7.1,98000.0,3000000.0,23182223.0,100.0,February,North_America
2785,R,Horror,1981,5.6,19000.0,5000000.0,20471382.0,108.0,March,Europe
2786,PG,Comedy,1997,5.4,5200.0,28000000.0,8345056.0,89.0,July,North_America
2787,PG_13,Comedy,1991,6.9,108000.0,23000000.0,86930411.0,85.0,June,North_America
2788,PG_13,Comedy,2001,5.4,22000.0,49000000.0,71186502.0,87.0,February,Europe
2789,R,Drama,1990,6.6,82000.0,26000000.0,61489265.0,115.0,August,North_America
2790,PG_13,Comedy,2002,5.9,34000.0,20000000.0,57588485.0,118.0,December,North_America
2791,PG_13,Adventure,2012,7.3,82000.0,1800000.0,21107746.0,93.0,July,North_America
2792,R,Crime,2002,7.0,24000.0,11000000.0,4247089.0,97.0,February,Europe
2793,PG,Comedy,2005,6.5,56000.0,25000000.0,42013878.0,119.0,June,North_America
2794,R,Horror,2017,6.4,261000.0,97000000.0,240891763.0,122.0,May,North_America
2795,R,Drama,1997,5.9,8000.0,18000000.0,7281450.0,100.0,August,Europe
2796,PG,Comedy,1994,5.4,66000.0,40000000.0,38087756.0,95.0,December,North_America
2797,R,Action,1983,5.7,2900.0,3000000.0,17488564.0,94.0,January,North_America
2798,PG,Comedy,1982,7.2,4200.0,850000.0,840958.0,109.0,April,North_America
2799,PG,Action,2015,7.3,123000.0,35000000.0,61181942.0,123.0,October,North_America
2800,R,Comedy,1993,6.8,20000.0,12000000.0,6405918.0,112.0,December,North_America
2801,PG,Comedy,2002,6.6,122000.0,5000000.0,368744044.0,95.0,August,North_America
2802,R,Action,2008,6.7,369000.0,75000000.0,342463063.0,110.0,June,North_America
2803,R,Adventure,1998,7.6,266000.0,18500000.0,10680275.0,118.0,May,North_America
2804,R,Comedy,2015,6.3,191000.0,68000000.0,215863606.0,115.0,June,North_America
2805,PG_13,Comedy,1994,5.4,11000.0,15000000.0,6821850.0,97.0,December,North_America
2806,R,Drama,1988,5.8,3600.0,7000000.0,5979011.0,95.0,November,North_America
2807,R,Crime,1998,6.2,11000.0,37000000.0,15055091.0,94.0,March,North_America
2808,PG_13,Comedy,1985,6.3,23000.0,7000000.0,13086298.0,94.0,April,North_America
2809,R,Comedy,1983,6.3,1700.0,3000000.0,1867792.0,105.0,March,North_America
2810,R,Action,2003,8.4,532000.0,3000000.0,15189934.0,120.0,November,Asia
2811,R,Crime,2004,5.3,21000.0,50000000.0,40954603.0,97.0,February,Europe
2812,PG_13,Action,1998,6.5,160000.0,35000000.0,182968902.0,132.0,March,Europe
2813,PG,Adventure,1996,5.8,5200.0,23000000.0,11829959.0,109.0,August,North_America
2814,PG_13,Drama,1997,7.8,287000.0,36000000.0,12532777.0,106.0,October,North_America
2815,PG_13,Comedy,2004,6.0,129000.0,42000000.0,178311729.0,90.0,January,North_America
2816,R,Action,1987,5.7,2800.0,10000000.0,3060858.0,92.0,May,North_America
2817,R,Comedy,1985,7.8,367000.0,1000000.0,51525171.0,97.0,February,North_America
2818,R,Crime,2013,7.1,183000.0,30000000.0,63414135.0,106.0,February,North_America
2819,R,Horror,2012,4.6,63000.0,5000000.0,142802657.0,88.0,October,North_America
2820,PG_13,Drama,2017,6.5,48000.0,5000000.0,16373843.0,98.0,March,North_America
2821,R,Drama,2017,6.6,27000.0,6000000.0,8003180.0,114.0,April,Europe
2822,PG_13,Comedy,2005,6.2,50000.0,15000000.0,47096206.0,90.0,February,North_America
2823,PG_13,Action,1993,6.4,141000.0,85000000.0,137298489.0,130.0,June,North_America
2824,R,Horror,2018,5.5,15000.0,5500000.0,18160930.0,89.0,September,North_America
2825,PG_13,Comedy,2004,6.3,257000.0,80000000.0,522657936.0,115.0,December,North_America
2826,R,Horror,2009,5.5,100000.0,19000000.0,91509154.0,97.0,February,North_America
2827,G,Adventure,1988,5.9,4000.0,5000000.0,3569939.0,100.0,July,Europe
2828,PG_13,Drama,1996,6.7,216000.0,14500000.0,147554998.0,120.0,November,North_America
2829,PG_13,Action,2016,7.2,300000.0,15000000.0,110216998.0,103.0,March,North_America
2830,R,Comedy,1989,6.9,22000.0,13000000.0,18428904.0,114.0,October,North_America
2831,R,Action,2018,6.3,67000.0,30000000.0,49562710.0,107.0,March,North_America
2832,PG_13,Drama,2000,4.7,4400.0,24000000.0,5280035.0,105.0,July,North_America
2833,R,Horror,1992,7.4,199000.0,40000000.0,215862692.0,128.0,November,Europe
2834,PG_13,Sci_Fi,2007,5.9,75000.0,80000000.0,40170558.0,99.0,August,North_America
2835,PG_13,Drama,2013,6.9,44000.0,18000000.0,20275812.0,111.0,January,North_America
2836,R,Horror,1990,6.0,4100.0,2000000.0,1627955.0,85.0,January,North_America
2837,R,Drama,2017,7.2,76000.0,39000000.0,35669017.0,134.0,January,North_America
2838,R,Crime,1996,6.6,8400.0,12500000.0,1227324.0,99.0,November,North_America
2839,PG_13,Drama,1985,7.8,81000.0,15000000.0,98467863.0,154.0,February,North_America
2840,R,Comedy,2000,5.6,9100.0,60000000.0,14145677.0,105.0,March,North_America
2841,R,Comedy,1997,7.4,43000.0,20000000.0,10686841.0,96.0,January,North_America
2842,PG_13,Action,2015,7.8,876000.0,245000000.0,2069521700.0,138.0,December,North_America
2843,PG_13,Action,2008,6.6,146000.0,40000000.0,152039882.0,90.0,February,North_America
2844,PG_13,Action,2007,3.8,45000.0,60000000.0,13097915.0,127.0,January,Europe
2845,PG,Comedy,1992,6.1,23000.0,26000000.0,94900635.0,102.0,June,North_America
2846,PG,Comedy,1994,6.2,30000.0,24000000.0,50236831.0,102.0,July,North_America
2847,R,Action,1994,5.6,78000.0,50000000.0,119208989.0,104.0,May,North_America
2848,PG,Comedy,1996,3.0,23000.0,20000000.0,18937262.0,93.0,July,North_America
2849,PG,Drama,1984,5.2,1400.0,9000000.0,1393501.0,108.0,October,Europe
2850,PG_13,Comedy,2019,5.9,65000.0,31000000.0,48791187.0,89.0,February,North_America
2851,PG,Drama,2015,6.5,14000.0,3000000.0,73256266.0,120.0,August,North_America
2852,R,Drama,1998,6.8,52000.0,25000000.0,55494066.0,111.0,January,North_America
