,rating,genre,year,score,votes,budget,gross,runtime,month,continent
2291,R,Comedy,1996,6.6,50000.0,3800000.0,20949601.0,89.0,January,North_America
2292,PG_13,Adventure,1990,8.0,247000.0,22000000.0,424208848.0,181.0,November,North_America
2293,Unrated,Comedy,1994,6.3,6000.0,200000.0,1359736.0,100.0,July,North_America
2294,PG_13,Action,2009,7.8,1100000.0,237000000.0,2847246203.0,162.0,December,North_America
2295,PG,Comedy,1999,5.6,95000.0,70000000.0,309460292.0,116.0,July,North_America
2296,R,Comedy,1994,4.6,9300.0,2000000.0,2260622.0,85.0,April,North_America
2297,PG_13,Comedy,2016,6.6,73000.0,30000000.0,43763247.0,96.0,August,North_America
2298,R,Comedy,1985,6.5,2900.0,3000000.0,11052713.0,97.0,October,North_America
2299,PG,Adventure,1991,4.9,2700.0,10000000.0,8667684.0,89.0,August,North_America
2300,PG_13,Action,1997,6.0,85000.0,116000000.0,178127760.0,108.0,February,North_America
2301,R,Crime,1992,6.5,3500.0,15000000.0,3067917.0,99.0,October,North_America
2302,PG_13,Comedy,2009,5.5,104000.0,70000000.0,171844840.0,113.0,October,North_America
2303,R,Action,2017,6.2,75000.0,33000000.0,67234188.0,111.0,September,North_America
2304,PG,Adventure,1984,7.4,135000.0,27000000.0,20251411.0,102.0,July,Europe
2305,R,Action,1982,6.4,3000.0,6000000.0,2666873.0,125.0,September,Europe
2306,PG,Biography,2006,7.1,68000.0,40000000.0,58480828.0,105.0,August,North_America
2307,R,Comedy,2007,5.8,24000.0,20000000.0,25000167.0,113.0,May,North_America
2308,G,Adventure,1989,6.0,943.0,5000000.0,8153677.0,83.0,August,North_America
2309,R,Horror,2009,6.0,105000.0,11000000.0,68234154.0,90.0,October,North_America
2310,R,Comedy,1988,4.6,6300.0,22000000.0,17550399.0,91.0,March,North_America
2311,PG_13,Comedy,2012,5.7,36000.0,40000000.0,41863726.0,95.0,December,North_America
2312,PG_13,Adventure,1995,6.4,206000.0,30000000.0,212385533.0,90.0,November,North_America
2313,R,Comedy,1981,5.5,1700.0,14000000.0,4454295.0,87.0,March,North_America
2314,R,Action,1995,6.6,123000.0,50000000.0,189859560.0,127.0,March,North_America
2315,R,Action,2014,6.5,115000.0,28000000.0,58834384.0,114.0,September,North_America
2316,G,Animation,1992,6.5,28000.0,24000000.0,32710894.0,76.0,April,Oceania
2317,R,Action,1999,5.8,107000.0,100000000.0,211989043.0,122.0,November,North_America
2318,PG_13,Comedy,2016,6.3,127000.0,22000000.0,63945241.0,106.0,February,North_America
2319,R,Crime,1999,6.4,55000.0,95000000.0,149705852.0,116.0,June,North_America
2320,PG_13,Action,2013,5.9,129000.0,60000000.0,95396573.0,130.0,August,North_America
2321,PG_13,Drama,1999,6.5,15000.0,45000000.0,4956401.0,120.0,September,North_America
2322,R,Comedy,2012,6.4,15000.0,900000.0,245027.0,101.0,April,North_America
2323,R,Action,1987,6.5,111000.0,28000000.0,299965036.0,100.0,May,North_America
2324,PG_13,Action,1987,4.5,11000.0,55000000.0,14375181.0,107.0,May,North_America
2325,R,Action,1981,7.6,170000.0,3000000.0,23668369.0,96.0,May,Oceania
2326,R,Comedy,2005,6.8,31000.0,7900000.0,2635305.0,90.0,May,Europe
2327,Unrated,Crime,2005,6.5,17000.0,25000000.0,3487678.0,107.0,October,North_America
2328,R,Comedy,2010,5.8,4800.0,7000000.0,649626.0,108.0,January,Europe
2329,PG,Comedy,2004,4.7,28000.0,15000000.0,33251890.0,89.0,February,Europe
2330,R,Comedy,2001,7.3,115000.0,7000000.0,8764007.0,111.0,September,North_America
2331,R,Horror,2005,6.6,239000.0,4000000.0,147748505.0,93.0,October,North_America
2332,PG_13,Action,2000,6.1,322000.0,125000000.0,546388108.0,123.0,May,North_America
2333,R,Crime,2012,6.4,83000.0,26000000.0,29699345.0,110.0,April,North_America
2334,R,Action,1986,4.4,1100.0,10000000.0,6947787.0,83.0,May,North_America
2335,R,Drama,2001,8.0,755000.0,6000000.0,6981586.0,113.0,January,North_America
2336,PG,Adventure,1992,4.9,42000.0,40000000.0,58662452.0,89.0,July,North_America
2337,PG_13,Adventure,2009,4.7,271000.0,50000000.0,711025481.0,130.0,November,North_America
2338,PG_13,Drama,2011,8.0,436000.0,25000000.0,216639112.0,146.0,August,North_America
2339,R,Drama,2010,4.6,7400.0,8000000.0,25603.0,94.0,July,North_America
2340,R,Action,2011,5.4,96000.0,50000000.0,40909909.0,104.0,February,North_America
2341,PG_13,Adventure,2013,7.8,615000.0,225000000.0,959007513.0,161.0,December,Oceania
2342,R,Action,2004,6.2,190000.0,45000000.0,129342769.0,94.0,September,Europe
2343,PG_13,Action,2016,6.3,124000.0,17000000.0,119100758.0,86.0,June,North_America
2344,PG,Action,1988,7.3,103000.0,35000000.0,57269863.0,126.0,May,Europe
2345,PG_13,Drama,2010,7.0,48000.0,5000000.0,5144717.0,91.0,January,North_America
2346,PG,Comedy,1989,6.4,17000.0,15000000.0,10763469.0,124.0,March,North_America
2347,PG_13,Comedy,2005,5.6,68000.0,53000000.0,95763716.0,118.0,March,North_America
2348,R,Adventure,2006,7.9,109000.0,30000000.0,3669465.0,117.0,May,North_America
2349,R,Drama,2004,7.6,72000.0,56600000.0,69424389.0,133.0,January,Europe
2350,PG,Action,1998,6.4,72000.0,58000000.0,112587658.0,103.0,December,North_America
2351,R,Adventure,2002,6.1,18000.0,3500000.0,254683.0,103.0,September,North_America
2352,R,Comedy,1980,5.9,415.0,5500000.0,4400000.0,115.0,August,North_America
2353,PG_13,Action,2002,7.7,132000.0,35000000.0,75395048.0,131.0,January,Europe
2354,PG_13,Action,1997,5.2,65000.0,40000000.0,87840042.0,96.0,August,North_America
2355,R,Crime,2007,7.3,146000.0,20000000.0,48443734.0,120.0,June,North_America
2356,PG_13,Action,1995,6.2,186000.0,175000000.0,264218220.0,135.0,July,North_America
2357,PG_13,Drama,1988,6.4,1900.0,8000000.0,1893139.0,91.0,April,North_America
2358,PG_13,Comedy,1988,5.5,14000.0,4500000.0,3813293.0,86.0,April,North_America
2359,PG_13,Comedy,2003,6.2,207000.0,75000000.0,195745823.0,106.0,April,North_America
2360,PG_13,Drama,2008,5.5,165000.0,80000000.0,233093859.0,104.0,December,North_America
2361,R,Crime,2007,4.6,23000.0,17000000.0,10921200.0,96.0,July,North_America
2362,R,Biography,1996,7.2,30000.0,25000000.0,11135803.0,133.0,October,Europe
2363,R,Drama,1995,5.3,4700.0,7000000.0,3734870.0,89.0,December,Europe
2364,PG_13,Comedy,2009,6.4,165000.0,40000000.0,178866158.0,129.0,February,Europe
2365,PG,Adventure,2013,5.8,113000.0,90000000.0,199850315.0,106.0,August,North_America
2366,R,Action,1998,6.4,70000.0,70000000.0,116672912.0,116.0,November,North_America
2367,PG,Drama,2011,6.8,23000.0,37000000.0,95943453.0,113.0,September,North_America
2368,PG_13,Adventure,2016,6.7,160000.0,110000000.0,296482446.0,127.0,September,North_America
2369,R,Crime,2002,6.8,266000.0,48000000.0,197079546.0,112.0,March,North_America
2370,R,Biography,2006,6.5,33000.0,28000000.0,16800438.0,126.0,September,North_America
2371,R,Comedy,1992,6.1,3100.0,18000000.0,6375979.0,100.0,March,North_America
2372,R,Action,2007,6.7,70000.0,20000000.0,16974459.0,105.0,August,North_America
2373,PG_13,Comedy,1998,7.0,71000.0,26000000.0,98005666.0,121.0,July,North_America
2374,R,Drama,2001,6.4,29000.0,32000000.0,44102389.0,106.0,September,Europe
2375,PG_13,Comedy,2017,6.6,124000.0,4800000.0,125479266.0,96.0,October,North_America
2376,PG_13,Action,2018,6.1,151000.0,120000000.0,428028233.0,107.0,April,North_America
2377,R,Crime,2000,5.9,9100.0,16000000.0,321279.0,114.0,July,North_America
2378,PG_13,Comedy,2006,5.5,49000.0,33000000.0,64962629.0,85.0,April,North_America
2379,PG_13,Comedy,1995,6.8,54000.0,62000000.0,107879496.0,114.0,November,North_America
2380,PG,Comedy,1984,3.9,7000.0,28000000.0,21435321.0,111.0,June,North_America
2381,R,Crime,1980,6.2,22000.0,4800000.0,22743674.0,117.0,February,North_America
2382,R,Action,2014,7.3,451000.0,58800000.0,547426372.0,133.0,January,North_America
2383,R,Biography,1997,6.9,35000.0,28000000.0,41230799.0,109.0,March,North_America
2384,PG_13,Horror,2016,7.3,446000.0,9000000.0,278454417.0,117.0,January,North_America
2385,G,Animation,1996,7.0,146000.0,100000000.0,325338851.0,91.0,June,North_America
2386,PG_13,Crime,2001,5.8,34000.0,30000000.0,23619609.0,106.0,September,North_America
2387,PG_13,Action,2005,5.1,52000.0,135000000.0,79268322.0,121.0,July,North_America
2388,PG,Drama,1995,6.1,2900.0,10000000.0,7027517.0,115.0,October,North_America
2389,R,Biography,1995,6.6,9000.0,19000000.0,4005941.0,117.0,February,North_America
2390,PG_13,Action,1989,6.3,2700.0,20000000.0,2420917.0,117.0,March,North_America
2391,PG_13,Comedy,2012,6.8,68000.0,2000000.0,92654.0,95.0,February,North_America
2392,PG,Drama,2005,7.8,269000.0,28000000.0,121616555.0,129.0,November,Europe
2393,PG_13,Comedy,1986,6.8,76000.0,9000000.0,40479480.0,97.0,February,North_America
2394,PG,Comedy,1988,4.2,949.0,13000000.0,259019.0,102.0,May,North_America
2395,PG_13,Comedy,1997,6.9,289000.0,45000000.0,302710615.0,86.0,March,North_America
2396,PG_13,Biography,2016,8.0,221000.0,12000000.0,140853810.0,118.0,January,Europe
2397,R,Drama,1984,6.2,2300.0,8000000.0,6250994.0,103.0,October,North_America
2398,R,Action,2015,6.8,81000.0,16200000.0,54418872.0,103.0,August,North_America
2399,R,Drama,1996,6.2,20000.0,40000000.0,20340204.0,111.0,February,North_America
2400,R,Horror,1987,5.1,1600.0,2000000.0,1083395.0,87.0,November,North_America
2401,PG_13,Horror,2002,5.4,19000.0,10600000.0,33988736.0,88.0,December,North_America
2402,R,Adventure,2005,7.4,39000.0,15000000.0,12045362.0,121.0,February,Europe
2403,R,Comedy,2003,7.6,68000.0,500000.0,8701337.0,89.0,December,North_America
2404,PG,Animation,2014,7.2,103000.0,55000000.0,282377683.0,95.0,January,Europe
2405,PG_13,Drama,2008,7.6,291000.0,55000000.0,169748929.0,123.0,December,North_America
2406,PG,Biography,1982,7.7,19000.0,9500000.0,14000000.0,122.0,March,North_America
2407,R,Horror,2015,5.3,50000.0,10000000.0,53329150.0,97.0,August,North_America
2408,PG_13,Drama,2001,7.4,177000.0,68000000.0,65001485.0,120.0,October,North_America
2409,PG_13,Biography,2017,6.7,52000.0,25000000.0,18598607.0,121.0,September,Europe
2410,R,Crime,1983,6.7,13000.0,15000000.0,15856028.0,128.0,December,North_America
2411,R,Horror,2018,5.3,127000.0,22000000.0,365551694.0,96.0,September,North_America
2412,R,Action,1991,8.5,1000000.0,102000000.0,520881154.0,137.0,July,North_America
2413,PG_13,Comedy,1996,5.0,7700.0,8000000.0,5656388.0,98.0,May,North_America
2414,R,Comedy,2010,6.8,26000.0,500000.0,453708.0,93.0,May,North_America
2415,R,Drama,2017,5.1,15000.0,12000000.0,17768012.0,100.0,April,North_America
2416,R,Drama,2013,6.3,27000.0,28000000.0,2624761.0,137.0,November,Europe
2417,R,Comedy,2004,4.8,40000.0,12000000.0,24829644.0,87.0,November,North_America
2418,R,Action,2011,7.6,195000.0,1100000.0,9148519.0,101.0,April,Asia
2419,R,Drama,2015,6.6,54000.0,15000000.0,16322067.0,113.0,December,Europe
2420,R,Horror,2009,6.4,42000.0,900000.0,101215.0,95.0,April,North_America
2421,R,Comedy,1980,6.8,4500.0,7000000.0,4309490.0,95.0,September,North_America
2422,PG_13,Comedy,1990,6.4,95000.0,50000000.0,41482207.0,106.0,June,North_America
2423,PG,Adventure,1980,7.3,54000.0,5000000.0,30031783.0,109.0,October,Africa
2424,PG,Comedy,2004,5.1,21000.0,30000000.0,10592180.0,106.0,September,North_America
2425,PG_13,Comedy,2000,6.4,197000.0,70000000.0,374111707.0,127.0,December,North_America
2426,R,Comedy,2014,5.3,48000.0,3000000.0,1882074.0,102.0,September,North_America
2427,PG_13,Action,1992,6.5,11000.0,10000000.0,8359717.0,104.0,April,Asia
2428,PG_13,Drama,2001,2.3,22000.0,22000000.0,5271666.0,104.0,September,North_America
2429,PG,Adventure,1993,6.2,8000.0,6500000.0,24103594.0,108.0,April,North_America
2430,R,Comedy,1999,7.7,248000.0,10000000.0,10828256.0,89.0,February,North_America
2431,PG_13,Comedy,2007,6.5,99000.0,40000000.0,145896422.0,104.0,February,North_America
2432,PG,Animation,2011,5.9,43000.0,135000000.0,159197038.0,100.0,November,Oceania
2433,PG,Animation,2010,7.6,512000.0,69000000.0,543113985.0,95.0,July,North_America
2434,R,Action,1998,6.6,156000.0,140000000.0,285444603.0,127.0,July,North_America
2435,PG_13,Comedy,2007,6.7,99000.0,25000000.0,68474305.0,98.0,October,North_America
2436,R,Biography,2002,7.4,83000.0,12000000.0,56298474.0,123.0,November,North_America
2437,PG_13,Action,2013,7.1,779000.0,200000000.0,1214811252.0,130.0,May,North_America
2438,PG_13,Action,1984,6.4,53000.0,17000000.0,38376497.0,114.0,August,North_America
2439,R,Comedy,1987,6.6,65000.0,22000000.0,63766510.0,118.0,June,North_America
2440,R,Crime,2007,6.6,93000.0,15000000.0,7938872.0,111.0,April,North_America
2441,PG,Adventure,2008,6.5,64000.0,55000000.0,17929684.0,90.0,October,North_America
2442,PG_13,Action,2016,7.1,157000.0,110000000.0,121790373.0,107.0,September,North_America
2443,R,Biography,2000,7.0,27000.0,6000000.0,10994533.0,122.0,March,North_America
2444,PG_13,Action,2015,6.5,93000.0,26000000.0,31807156.0,117.0,July,North_America
2445,PG,Animation,1999,8.0,177000.0,70000000.0,23180087.0,86.0,August,North_America
2446,R,Comedy,1998,6.6,11000.0,8000000.0,1794086.0,104.0,September,North_America
2447,PG_13,Comedy,2019,6.9,22000.0,15000000.0,18096691.0,118.0,August,Europe
2448,R,Action,2012,6.3,148000.0,70000000.0,160112671.0,88.0,January,North_America
2449,R,Drama,1993,6.9,22000.0,40000000.0,6265311.0,140.0,April,Europe
2450,R,Drama,2003,6.8,4000.0,2500000.0,3039587.0,112.0,June,Europe
2451,G,Animation,2001,6.0,32000.0,30000000.0,102992536.0,82.0,December,North_America
2452,R,Drama,2015,6.6,12000.0,11000000.0,1160724.0,109.0,October,Europe
2453,G,Animation,2005,5.5,22000.0,35000000.0,61746888.0,76.0,August,Europe
2454,R,Comedy,2013,6.5,90000.0,15000000.0,151826547.0,92.0,October,North_America
2455,PG_13,Drama,2011,6.9,40000.0,30000000.0,15395087.0,130.0,October,Europe
2456,PG_13,Comedy,1993,7.3,46000.0,11000000.0,22549338.0,111.0,July,Europe
2457,R,Comedy,2009,7.4,108000.0,50000000.0,36348784.0,117.0,November,Europe
2458,PG_13,Action,2017,7.4,235000.0,150000000.0,490719763.0,140.0,July,North_America
2459,R,Drama,1998,7.0,12000.0,30000000.0,26616840.0,127.0,September,North_America
2460,R,Comedy,2001,6.1,29000.0,18000000.0,13578186.0,93.0,April,North_America
2461,R,Comedy,1992,7.5,28000.0,20000000.0,10555619.0,108.0,September,North_America
2462,PG,Action,1993,4.8,32000.0,21000000.0,42273609.0,96.0,March,North_America
2463,R,Comedy,1991,5.4,3700.0,17000000.0,2865916.0,98.0,July,North_America
2464,PG,Comedy,1982,6.5,2200.0,13000000.0,5005245.0,140.0,September,North_America
2465,PG,Animation,2004,8.0,673000.0,92000000.0,631607053.0,115.0,November,North_America
2466,R,Action,2014,6.5,313000.0,44000000.0,11782625.0,112.0,December,North_America
2467,R,Action,2002,6.7,254000.0,33000000.0,102984862.0,100.0,March,Europe
2468,PG,Comedy,1993,3.9,5000.0,25000000.0,2438031.0,93.0,August,Europe
2469,R,Drama,2008,6.6,71000.0,25000000.0,19844979.0,121.0,October,South_America
2470,R,Action,2017,5.5,170000.0,69000000.0,177856751.0,116.0,May,Europe
2471,PG,Comedy,1989,7.3,50000.0,15000000.0,96759512.0,117.0,November,North_America
2472,PG,Drama,2019,6.6,4100.0,5000000.0,38026103.0,119.0,August,North_America
2473,R,Action,2003,6.1,46000.0,36000000.0,44350926.0,109.0,April,North_America
2474,PG,Comedy,2007,5.4,22000.0,35000000.0,117252578.0,100.0,January,Europe
2475,PG_13,Action,2014,6.0,183000.0,48000000.0,326479141.0,108.0,January,Europe
2476,R,Thriller,2015,4.7,40000.0,4000000.0,52425855.0,91.0,January,North_America
2477,R,Crime,2000,7.0,51000.0,7000000.0,28780255.0,120.0,February,North_America
2478,R,Biography,1989,7.8,126000.0,18000000.0,26979166.0,122.0,February,North_America
2479,PG,Action,2003,4.3,57000.0,38000000.0,197101678.0,84.0,July,North_America
2480,PG_13,Action,1986,7.3,128000.0,25000000.0,11100577.0,99.0,July,North_America
2481,R,Comedy,2008,7.9,398000.0,15000000.0,34085749.0,107.0,February,Europe
2482,R,Action,1993,7.6,177000.0,25000000.0,40903593.0,113.0,February,North_America
2483,PG,Animation,2018,6.3,58000.0,75000000.0,512492755.0,85.0,November,Europe
2484,R,Adventure,2009,7.2,67000.0,70000000.0,39457342.0,127.0,October,Europe
2485,Unrated,Comedy,1998,7.7,67000.0,2200000.0,2982011.0,134.0,October,North_America
2486,R,Action,1998,7.3,176000.0,55000000.0,41616262.0,122.0,September,Europe
2487,R,Drama,2009,7.1,44000.0,5000000.0,13085023.0,134.0,April,Asia
2488,R,Fantasy,1994,6.5,53000.0,8000000.0,19721741.0,112.0,October,North_America
2489,R,Adventure,2011,7.0,240000.0,40000000.0,97984015.0,104.0,March,North_America
2490,R,Comedy,2008,7.1,271000.0,30000000.0,105833257.0,111.0,April,North_America
2491,PG_13,Comedy,1993,6.8,84000.0,47000000.0,48919043.0,94.0,November,North_America
2492,PG_13,Drama,2008,5.4,52000.0,12000000.0,58010320.0,98.0,February,North_America
2493,PG,Action,1991,6.5,55000.0,35000000.0,46704056.0,108.0,June,North_America
2494,PG_13,Drama,1999,8.1,930000.0,40000000.0,672806292.0,107.0,August,North_America
2495,R,Horror,2012,6.1,47000.0,7500000.0,9929706.0,82.0,November,North_America
2496,PG_13,Action,2008,7.0,379000.0,25000000.0,172394180.0,85.0,January,North_America
2497,PG,Adventure,2010,5.9,180000.0,95000000.0,226497209.0,118.0,February,Europe
2498,PG_13,Comedy,1991,6.7,16000.0,14000000.0,2735731.0,85.0,March,North_America
2499,R,Biography,2004,7.3,20000.0,2000000.0,1635056.0,90.0,May,Europe
2500,PG_13,Drama,1991,7.7,69000.0,11000000.0,119418501.0,130.0,January,North_America
2501,PG_13,Action,2009,3.7,23000.0,18000000.0,12764201.0,96.0,February,North_America
2502,PG_13,Comedy,2008,6.8,16000.0,5000000.0,4629770.0,110.0,September,North_America
2503,PG_13,Action,2001,6.0,14000.0,35000000.0,13678913.0,94.0,August,North_America
2504,PG_13,Action,2019,6.6,204000.0,125000000.0,800059707.0,123.0,December,North_America
2505,R,Drama,1999,6.6,32000.0,80000000.0,34105207.0,126.0,June,North_America
2506,R,Crime,1990,7.6,370000.0,54000000.0,136861392.0,162.0,December,North_America
2507,PG_13,Comedy,2013,7.3,195000.0,18000000.0,99104804.0,98.0,August,North_America
2508,PG,Horror,1983,6.5,34000.0,10000000.0,29450919.0,101.0,June,North_America
2509,PG,Adventure,2010,6.3,145000.0,155000000.0,415686217.0,113.0,December,North_America
2510,PG_13,Action,1992,5.7,41000.0,7000000.0,16624456.0,86.0,July,North_America
2511,R,Action,1985,6.2,24000.0,25000000.0,11603545.0,101.0,June,Europe
2512,R,Horror,1998,5.6,21000.0,15000000.0,17514980.0,84.0,July,Oceania
2513,R,Action,2009,6.3,62000.0,8000000.0,10629321.0,118.0,December,North_America
2514,R,Drama,2005,6.8,77000.0,50000000.0,8483797.0,99.0,October,North_America
2515,PG,Drama,2008,6.5,22000.0,500000.0,33473297.0,122.0,September,North_America
2516,R,Drama,1996,6.4,82000.0,15000000.0,24819936.0,101.0,May,North_America
2517,PG_13,Comedy,2003,6.9,24000.0,10000000.0,93400759.0,108.0,January,Europe
2518,R,Crime,1993,8.0,29000.0,35000000.0,4496583.0,180.0,April,North_America
2519,R,Action,1997,5.6,5700.0,25000000.0,11838218.0,99.0,October,North_America
2520,PG_13,Drama,1997,7.8,1100000.0,200000000.0,2201647264.0,194.0,December,North_America
2521,R,Crime,2009,7.9,95000.0,13000000.0,17874044.0,155.0,March,Europe
2522,PG,Animation,2016,5.6,10000.0,20000000.0,13385737.0,94.0,April,Asia
2523,R,Crime,1990,5.7,3800.0,10000000.0,22424195.0,98.0,April,North_America
2524,R,Drama,2010,7.3,188000.0,1000000.0,15440333.0,112.0,January,North_America
2525,PG_13,Action,2011,4.9,59000.0,30000000.0,64626786.0,89.0,December,North_America
2526,R,Drama,1982,6.9,2500.0,12000000.0,9217530.0,124.0,February,North_America
2527,R,Comedy,1999,6.8,47000.0,80000000.0,73475268.0,108.0,April,North_America
2528,R,Comedy,2008,5.6,117000.0,65000000.0,418765519.0,145.0,May,North_America
2529,R,Comedy,2002,6.6,34000.0,500000.0,264349.0,93.0,April,North_America
2530,R,Action,2018,7.1,132000.0,35000000.0,75837743.0,122.0,June,North_America
2531,PG,Adventure,2015,4.2,7500.0,5000000.0,2333684.0,118.0,October,North_America
2532,R,Comedy,1998,5.9,9800.0,15000000.0,1808004.0,122.0,December,North_America
2533,R,Action,1990,5.4,7200.0,18000000.0,2742912.0,105.0,October,North_America
2534,R,Drama,1998,7.6,32000.0,18000000.0,10019109.0,130.0,June,North_America
2535,R,Comedy,1997,6.9,27000.0,5000000.0,1740156.0,106.0,September,North_America
2536,R,Adventure,2003,6.5,34000.0,60000000.0,38364277.0,137.0,November,North_America
2537,R,Comedy,2003,6.7,11000.0,4000000.0,826617.0,96.0,May,North_America
2538,PG_13,Comedy,2012,5.9,41000.0,40000000.0,22044277.0,91.0,March,North_America
2539,PG_13,Drama,2015,7.2,160000.0,25000000.0,65663276.0,112.0,April,North_America
2540,PG,Crime,1988,6.2,4200.0,6000000.0,960040.0,102.0,April,North_America
2541,PG_13,Comedy,1999,7.3,309000.0,30000000.0,53478579.0,97.0,March,North_America
2542,R,Action,1996,6.1,106000.0,100000000.0,242295562.0,115.0,June,North_America
2543,R,Horror,1999,6.8,96000.0,15000000.0,2856712.0,97.0,April,Europe
2544,R,Comedy,1986,5.9,5100.0,3300000.0,4941117.0,93.0,July,North_America
2545,PG,Adventure,1995,7.6,277000.0,52000000.0,355237933.0,140.0,June,North_America
2546,PG_13,Comedy,2005,6.2,139000.0,100000000.0,204681899.0,90.0,December,North_America
2547,R,Comedy,1998,6.9,14000.0,5000000.0,2087471.0,116.0,January,North_America
2548,PG,Comedy,1989,7.0,88000.0,15000000.0,79258538.0,100.0,August,North_America
2549,PG_13,Biography,1994,6.6,4900.0,7000000.0,19623396.0,105.0,February,North_America
2550,PG,Drama,1993,6.1,16000.0,35000000.0,4858139.0,123.0,May,Europe
2551,R,Drama,2002,6.7,83000.0,50000000.0,119137784.0,124.0,May,Europe
2552,R,Horror,2017,6.6,213000.0,58000000.0,100541806.0,104.0,March,Europe
2553,R,Action,2016,6.4,54000.0,108000000.0,22678555.0,129.0,January,North_America
2554,R,Action,1992,6.5,284000.0,50000000.0,159814498.0,114.0,May,North_America
2555,PG,Animation,2016,6.5,75000.0,125000000.0,346864886.0,92.0,November,North_America
2556,PG_13,Horror,2001,3.9,8500.0,17000000.0,4299141.0,84.0,September,North_America
2557,R,Action,2018,6.1,44000.0,43000000.0,35164920.0,115.0,November,Europe
2558,PG_13,Drama,2002,6.1,37000.0,60000000.0,52323400.0,104.0,February,North_America
2559,R,Drama,2006,7.2,85000.0,700000.0,4660481.0,106.0,September,North_America
2560,R,Biography,2018,7.5,181000.0,15000000.0,95918706.0,119.0,December,Europe
2561,PG_13,Comedy,2004,5.6,135000.0,37000000.0,113100873.0,109.0,June,North_America
2562,PG_13,Action,2001,8.8,1700000.0,93000000.0,897690072.0,178.0,December,Oceania
2563,R,Drama,1982,6.7,15000.0,9000000.0,13277558.0,125.0,February,North_America
2564,R,Comedy,2010,6.3,44000.0,7000000.0,14788642.0,97.0,January,North_America
2565,PG_13,Biography,2018,5.5,32000.0,3500000.0,44019588.0,99.0,February,Oceania
2566,R,Action,2002,7.4,316000.0,20000000.0,5368217.0,107.0,December,North_America
2567,R,Adventure,1986,5.6,1600.0,25000000.0,4007250.0,127.0,November,North_America
2568,PG,Comedy,1981,6.9,27000.0,7000000.0,95461682.0,97.0,July,North_America
2569,PG_13,Comedy,1997,6.4,24000.0,25000000.0,9381260.0,93.0,January,Europe
2570,PG_13,Action,2019,8.4,903000.0,356000000.0,2797501328.0,181.0,April,North_America
2571,R,Drama,1990,6.3,7700.0,7000000.0,12626043.0,99.0,March,North_America
2572,PG,Action,1993,6.4,52000.0,30000000.0,53898845.0,105.0,November,Europe
2573,R,Crime,2009,6.6,75000.0,25000000.0,10606422.0,122.0,December,North_America
2574,R,Drama,2007,7.3,350000.0,50000000.0,153383627.0,116.0,December,North_America
2575,R,Crime,1994,7.1,22000.0,2500000.0,5842603.0,110.0,October,Europe
2576,R,Biography,1980,7.0,10000.0,10000000.0,15795189.0,100.0,May,North_America
2577,PG,Comedy,1998,5.4,34000.0,85000000.0,34562556.0,101.0,December,North_America
2578,PG_13,Action,1998,7.0,247000.0,33000000.0,244721064.0,98.0,September,North_America
2579,R,Comedy,2001,4.8,6700.0,7000000.0,10229331.0,93.0,November,North_America
2580,R,Comedy,1984,3.8,5600.0,18000000.0,19265302.0,94.0,July,North_America
2581,R,Crime,2003,7.5,114000.0,38000000.0,38955598.0,130.0,February,North_America
2582,PG_13,Biography,2017,6.8,33000.0,21000000.0,66558465.0,111.0,October,Europe
2583,R,Comedy,2010,5.7,48000.0,21000000.0,49050886.0,92.0,April,North_America
2584,R,Comedy,2009,6.2,11000.0,23000000.0,9368242.0,86.0,July,Europe
2585,PG_13,Drama,2010,8.0,101000.0,12000000.0,42345360.0,165.0,February,Asia
2586,R,Drama,2006,6.1,34000.0,4000000.0,8095658.0,102.0,May,North_America
2587,PG_13,Comedy,1997,5.7,5600.0,11000000.0,14772788.0,107.0,March,North_America
2588,R,Crime,1987,6.2,3100.0,5500000.0,969205.0,90.0,May,Europe
2589,PG_13,Comedy,2008,6.0,43000.0,30000000.0,64444713.0,99.0,April,North_America
2590,PG_13,Drama,2010,6.3,18000.0,15000000.0,20529194.0,117.0,January,North_America
2591,PG_13,Comedy,2017,5.8,27000.0,5000000.0,5042014.0,87.0,March,North_America
2592,PG,Comedy,1983,6.8,10000.0,9000000.0,13030214.0,107.0,December,North_America
2593,PG,Comedy,2011,6.2,43000.0,41000000.0,8179416.0,100.0,October,North_America
2594,PG_13,Horror,2015,6.1,97000.0,10000000.0,112983889.0,97.0,June,North_America
2595,R,Comedy,2006,5.7,30000.0,1500000.0,208550.0,93.0,April,North_America
2596,PG_13,Drama,2014,6.7,68000.0,26000000.0,38609668.0,118.0,October,North_America
2597,R,Biography,2019,7.3,153000.0,40000000.0,195179299.0,121.0,May,Europe
2598,PG_13,Drama,1985,6.2,9300.0,27000000.0,14202899.0,113.0,December,North_America
2599,R,Comedy,2011,5.8,121000.0,36000000.0,86157237.0,105.0,February,North_America
2600,PG_13,Comedy,2000,5.7,14000.0,37000000.0,15910104.0,96.0,March,North_America
2601,R,Drama,1999,8.8,1900000.0,63000000.0,101209702.0,139.0,October,Europe
2602,R,Comedy,2000,6.2,14000.0,10000000.0,1961544.0,87.0,September,North_America
2603,R,Drama,2006,8.4,368000.0,2000000.0,77356942.0,137.0,March,Europe
2604,PG,Action,2016,6.7,55000.0,65000000.0,143695338.0,102.0,August,North_America
2605,R,Action,1986,5.8,2600.0,4000000.0,4679650.0,104.0,September,North_America
